host_t,n,gx,gy,gz,ax,ay,az,temp
451923.427174,90096,25,-24,-6,-370,-296,8251,-1862
451923.437069,90097,26,-23,-3,-388,-288,8252,-1862
451923.447033,90098,25,-24,-3,-384,-292,8256,-1858
451923.456948,90099,24,-26,-3,-375,-282,8247,-1858
451923.466887,90100,31,-26,-9,-393,-287,8251,-1863
451923.476942,90101,30,-27,-6,-379,-292,8246,-1863
451923.486894,90102,26,-26,-8,-386,-281,8244,-1853
451923.496194,90103,26,-26,-9,-388,-297,8249,-1853
451923.506231,90104,22,-20,-5,-399,-291,8249,-1852
451923.516113,90105,33,-26,-5,-387,-291,8257,-1852
451923.526614,90106,35,-22,-5,-382,-290,8240,-1852
451923.536044,90107,29,-22,-9,-372,-295,8249,-1854
451923.545892,90108,26,-23,-6,-388,-290,8238,-1854
451923.555919,90109,27,-23,-3,-379,-286,8240,-1856
451923.565886,90110,25,-23,-7,-387,-287,8242,-1856
451923.576970,90111,30,-25,-8,-390,-292,8251,-1858
451923.585190,90112,26,-23,-3,-388,-300,8248,-1858
451923.595161,90113,24,-26,-8,-388,-284,8249,-1863
451923.605115,90114,24,-27,-5,-381,-285,8249,-1863
451923.614931,90115,27,-24,-5,-379,-279,8246,-1857
451923.625054,90116,24,-22,-7,-389,-298,8242,-1857
451923.634999,90117,20,-22,-7,-383,-284,8250,-1856
451923.644955,90118,22,-21,-6,-388,-291,8254,-1866
451923.654921,90119,24,-27,-7,-380,-294,8257,-1866
451923.664876,90120,28,-18,-8,-383,-289,8255,-1853
451923.674172,90121,28,-25,-7,-384,-282,8255,-1853
451923.684176,90122,33,-24,-5,-374,-292,8253,-1852
451923.694108,90123,26,-26,-2,-386,-292,8254,-1852
451923.704384,90124,23,-24,-7,-394,-290,8246,-1854
451923.714041,90125,27,-26,-3,-385,-288,8257,-1854
451923.723888,90126,22,-22,-7,-383,-287,8251,-1852
451923.733967,90127,31,-22,-11,-386,-282,8243,-1852
451923.743916,90128,27,-30,-9,-378,-284,8256,-1852
451923.753222,90129,29,-24,-6,-392,-284,8247,-1856
451923.763144,90130,31,-28,-4,-390,-284,8252,-1856
451923.773164,90131,29,-26,-5,-396,-287,8260,-1866
451923.783097,90132,25,-21,-3,-390,-292,8263,-1866
451923.793074,90133,29,-20,-6,-371,-293,8248,-1863
451923.803040,90134,25,-23,-8,-381,-290,8261,-1863
451923.812981,90135,28,-24,-7,-387,-289,8251,-1856
451923.822935,90136,28,-22,-7,-388,-281,8250,-1856
451923.832931,90137,24,-27,-8,-378,-283,8252,-1866
451923.843265,90138,27,-28,-12,-385,-294,8250,-1866
451923.852134,90139,28,-26,-8,-382,-285,8249,-1853
451923.862094,90140,23,-26,0,-387,-286,8250,-1853
451923.872092,90141,24,-24,-7,-380,-282,8254,-1858
451923.882045,90142,20,-24,-5,-390,-291,8253,-1850
451923.892020,90143,33,-27,-6,-386,-289,8243,-1850
451923.901942,90144,25,-23,-7,-392,-291,8251,-1863
451923.911904,90145,26,-19,-8,-390,-279,8244,-1863
451923.921221,90146,32,-25,-3,-383,-283,8247,-1859
451923.931151,90147,26,-29,-4,-383,-288,8251,-1859
451923.941139,90148,22,-24,-9,-381,-289,8258,-1850
451923.951220,90149,31,-24,-7,-382,-291,8244,-1850
451923.961031,90150,29,-26,-6,-385,-287,8243,-1858
451923.971030,90151,19,-27,-7,-382,-290,8245,-1858
451923.980961,90152,23,-20,-5,-387,-278,8263,-1852
451923.990956,90153,28,-23,-12,-391,-299,8253,-1850
451924.000932,90154,26,-19,-7,-387,-286,8246,-1850
451924.010032,90155,25,-22,-5,-387,-282,8247,-1856
451924.020170,90156,22,-23,-7,-390,-286,8262,-1856
451924.030773,90157,27,-25,-8,-384,-292,8241,-1854
451924.040084,90158,32,-26,-6,-380,-288,8247,-1854
451924.050074,90159,24,-24,-10,-382,-284,8254,-1858
451924.059958,90160,30,-23,-5,-376,-285,8248,-1858
451924.069898,90161,30,-30,-7,-381,-286,8248,-1854
451924.079878,90162,28,-23,-9,-384,-280,8250,-1854
451924.089850,90163,26,-28,-6,-386,-296,8247,-1860
451924.099270,90164,23,-24,-3,-383,-292,8251,-1856
451924.113681,90165,27,-24,-1,-388,-292,8255,-1856
451924.119122,90166,32,-26,-4,-386,-291,8255,-1854
451924.129054,90167,24,-28,-6,-390,-292,8255,-1854
451924.139015,90168,25,-22,-8,-388,-291,8261,-1862
451924.148994,90169,32,-25,-9,-396,-278,8240,-1862
451924.159231,90170,30,-25,-6,-387,-290,8250,-1852
451924.168985,90171,25,-18,-12,-389,-285,8255,-1852
451924.178209,90172,21,-18,-6,-389,-295,8255,-1856
451924.188193,90173,27,-24,-9,-385,-295,8243,-1856
451924.198126,90174,27,-23,-8,-383,-289,8252,-1863
451924.208088,90175,28,-24,-6,-374,-288,8247,-1863
451924.218309,90176,21,-26,-4,-389,-289,8253,-1853
451924.228026,90177,30,-24,-5,-383,-288,8246,-1850
451924.241199,90178,33,-24,-12,-384,-286,8264,-1850
451924.248012,90179,28,-25,-3,-385,-286,8243,-1852
451924.257871,90180,23,-21,-10,-381,-285,8251,-1852
451924.267271,90181,29,-18,-7,-391,-286,8249,-1850
451924.277173,90182,31,-22,-7,-385,-285,8257,-1850
451924.287120,90183,29,-28,-8,-389,-293,8263,-1850
451924.297069,90184,25,-25,-4,-371,-285,8257,-1850
451924.309585,90185,26,-26,-3,-378,-286,8250,-1850
451924.317008,90186,24,-21,-7,-384,-289,8247,-1850
451924.326963,90187,27,-23,-3,-377,-290,8254,-1858
451924.336945,90188,29,-20,-4,-386,-283,8243,-1852
451924.346884,90189,22,-23,-3,-384,-292,8251,-1852
451924.356198,90190,33,-28,-10,-381,-292,8252,-1856
451924.366836,90191,25,-25,-9,-385,-291,8261,-1856
451924.376117,90192,25,-21,-8,-386,-285,8253,-1848
451924.386073,90193,28,-25,-6,-392,-286,8243,-1848
451924.396056,90194,25,-21,-5,-384,-292,8249,-1860
451924.406005,90195,27,-27,-7,-392,-291,8243,-1860
451924.415958,90196,27,-26,-5,-385,-284,8235,-1858
451924.425940,90197,29,-22,-7,-378,-287,8253,-1858
451924.437832,90198,25,-27,-7,-378,-294,8252,-1850
451924.451274,90199,30,-19,-9,-395,-288,8251,-1856
451924.455012,90200,29,-28,-4,-381,-293,8254,-1856
451924.465111,90201,25,-24,-7,-394,-290,8254,-1868
451924.475063,90202,23,-22,-3,-381,-294,8252,-1868
451924.485021,90203,24,-27,-8,-386,-285,8250,-1857
451924.495387,90204,28,-24,-9,-392,-291,8257,-1857
451924.504952,90205,30,-20,-6,-374,-282,8254,-1860
451924.514894,90206,23,-21,-6,-386,-292,8247,-1860
451924.524198,90207,20,-19,-5,-383,-296,8257,-1863
451924.534212,90208,28,-24,-4,-399,-289,8252,-1863
451924.544103,90209,25,-20,-2,-398,-283,8250,-1864
451924.554144,90210,27,-26,-9,-377,-285,8241,-1853
451924.565460,90211,28,-26,-6,-379,-290,8251,-1853
451924.573982,90212,28,-19,-2,-392,-292,8249,-1854
451924.583978,90213,24,-28,-6,-398,-290,8255,-1854
451924.593948,90214,22,-28,-1,-386,-285,8254,-1856
451924.603917,90215,22,-20,-7,-385,-288,8259,-1856
451924.612994,90216,25,-28,-9,-399,-288,8244,-1858
451924.624341,90217,28,-22,-10,-396,-288,8249,-1858
451924.633098,90218,26,-24,-7,-382,-289,8250,-1860
451924.643050,90219,32,-21,2,-388,-290,8247,-1860
451924.653032,90220,29,-25,-2,-395,-289,8248,-1852
451924.663005,90221,22,-20,-8,-383,-286,8248,-1852
451924.672970,90222,28,-25,-11,-382,-294,8252,-1854
451924.682929,90223,18,-23,-5,-387,-287,8255,-1862
451924.693326,90224,31,-20,-7,-383,-279,8259,-1862
451924.702982,90225,25,-20,-10,-386,-287,8260,-1858
451924.712174,90226,31,-24,-4,-378,-289,8261,-1858
451924.721969,90227,26,-28,-4,-384,-289,8247,-1854
451924.732064,90228,24,-22,-5,-387,-291,8243,-1854
451924.742920,90229,25,-28,-8,-395,-289,8262,-1854
451924.752812,90230,27,-22,-9,-386,-281,8254,-1854
451924.761967,90231,24,-20,-8,-400,-285,8254,-1860
451924.772662,90232,22,-23,-7,-384,-291,8242,-1860
451924.781162,90233,25,-26,-7,-386,-291,8250,-1860
451924.791139,90234,29,-16,-5,-387,-291,8246,-1863
451924.801103,90235,30,-24,-4,-383,-296,8247,-1863
451924.811053,90236,26,-25,-8,-385,-290,8248,-1864
451924.821065,90237,30,-26,-7,-387,-282,8249,-1864
451924.830967,90238,30,-22,-6,-384,-294,8249,-1857
451924.840930,90239,28,-23,-5,-394,-289,8254,-1857
451924.850910,90240,24,-28,-2,-385,-294,8236,-1850
451924.860885,90241,22,-24,-10,-394,-291,8249,-1850
451924.870024,90242,28,-20,-7,-387,-289,8252,-1870
451924.880162,90243,22,-26,-6,-389,-298,8254,-1870
451924.890061,90244,25,-27,-6,-383,-291,8247,-1857
451924.900037,90245,24,-22,-6,-390,-280,8260,-1858
451924.910017,90246,27,-23,-3,-385,-289,8247,-1858
451924.919956,90247,31,-18,-3,-387,-292,8241,-1852
451924.930197,90248,23,-23,-10,-380,-292,8263,-1852
451924.939201,90249,29,-23,-5,-392,-285,8247,-1856
451924.949275,90250,28,-24,-8,-381,-299,8245,-1856
451924.959155,90251,29,-23,-5,-375,-291,8254,-1850
451924.969065,90252,29,-20,-9,-393,-294,8246,-1850
451924.979066,90253,30,-29,-8,-377,-290,8258,-1846
451924.989031,90254,29,-22,-9,-392,-279,8248,-1846
451924.998992,90255,24,-24,-3,-388,-291,8249,-1868
451925.008914,90256,28,-23,-6,-377,-291,8252,-1868
451925.018924,90257,30,-21,-8,-385,-288,8245,-1849
451925.028161,90258,24,-25,-7,-390,-291,8247,-1858
451925.038133,90259,31,-17,-10,-385,-290,8245,-1858
451925.048111,90260,28,-22,-4,-380,-288,8250,-1856
451925.058073,90261,24,-24,-8,-387,-292,8255,-1856
451925.068020,90262,24,-21,-9,-392,-290,8250,-1852
451925.078379,90263,28,-28,-3,-386,-283,8252,-1852
451925.087987,90264,27,-24,-3,-385,-295,8257,-1852
451925.097943,90265,29,-27,-6,-392,-289,8254,-1852
451925.107208,90266,28,-22,-2,-379,-292,8251,-1856
451925.117161,90267,28,-30,-7,-381,-290,8247,-1856
451925.127134,90268,25,-24,-6,-382,-281,8235,-1863
451925.137125,90269,31,-24,-6,-379,-290,8249,-1853
451925.147074,90270,26,-23,-3,-387,-286,8253,-1853
451925.157016,90271,28,-24,-4,-386,-300,8241,-1852
451925.166978,90272,25,-25,-11,-385,-297,8253,-1852
451925.176936,90273,28,-23,-5,-374,-290,8249,-1856
451925.186922,90274,25,-25,-8,-391,-292,8236,-1856
451925.196160,90275,23,-25,-9,-390,-285,8251,-1852
451925.206164,90276,31,-24,-5,-388,-287,8261,-1852
451925.216031,90277,28,-25,-6,-393,-288,8249,-1858
451925.225971,90278,24,-26,-7,-377,-284,8251,-1858
451925.236649,90279,27,-17,-6,-380,-281,8252,-1863
451925.246020,90280,29,-21,-4,-384,-281,8252,-1855
451925.255954,90281,24,-26,-7,-392,-279,8248,-1855
451925.265936,90282,25,-26,-6,-381,-287,8250,-1862
451925.275999,90283,21,-25,-4,-388,-293,8250,-1862
451925.285041,90284,25,-25,-8,-384,-290,8254,-1856
451925.295146,90285,24,-28,-7,-380,-290,8256,-1856
451925.305171,90286,28,-22,-8,-388,-277,8255,-1854
451925.314991,90287,18,-20,-7,-389,-290,8252,-1854
451925.325033,90288,30,-27,-2,-381,-290,8260,-1856
451925.335062,90289,29,-30,-2,-385,-284,8244,-1856
451925.344972,90290,25,-27,-6,-392,-280,8257,-1854
451925.354904,90291,28,-20,-5,-386,-290,8259,-1854
451925.364184,90292,30,-26,-3,-382,-292,8249,-1854
451925.374154,90293,29,-21,-6,-380,-291,8247,-1852
451925.384095,90294,30,-21,-5,-381,-294,8255,-1852
451925.394085,90295,29,-24,-4,-379,-291,8246,-1862
451925.404031,90296,24,-24,-8,-376,-281,8255,-1862
451925.414011,90297,27,-20,-4,-384,-290,8248,-1862
451925.423984,90298,25,-22,-7,-404,-288,8247,-1862
451925.433922,90299,32,-23,-7,-389,-286,8249,-1848
451925.443866,90300,28,-24,-1,-385,-285,8257,-1848
451925.453169,90301,30,-29,-6,-377,-289,8246,-1860
451925.462964,90302,28,-22,-8,-374,-285,8252,-1860
451925.473110,90303,29,-25,-8,-384,-288,8256,-1856
451925.483067,90304,21,-24,-5,-390,-295,8250,-1856
451925.493010,90305,25,-24,-3,-390,-289,8250,-1856
451925.502994,90306,25,-27,-9,-386,-290,8253,-1866
451925.512950,90307,29,-24,-4,-380,-277,8258,-1866
451925.522934,90308,30,-25,-4,-381,-284,8247,-1863
451925.532183,90309,30,-24,-3,-376,-289,8254,-1863
451925.543043,90310,26,-20,-7,-381,-279,8258,-1858
451925.552137,90311,23,-26,-7,-384,-287,8244,-1858
451925.562059,90312,28,-21,-7,-381,-298,8249,-1858
451925.572143,90313,25,-28,-5,-382,-278,8249,-1858
451925.582030,90314,25,-21,-6,-382,-292,8247,-1852
451925.591966,90315,25,-27,-8,-392,-291,8252,-1858
451925.601938,90316,25,-27,-9,-388,-293,8242,-1858
451925.612170,90317,29,-26,-5,-378,-292,8248,-1854
451925.620989,90318,28,-21,-3,-378,-288,8254,-1854
451925.631151,90319,31,-22,-11,-382,-291,8251,-1852
451925.641113,90320,26,-20,-7,-381,-286,8253,-1852
451925.651041,90321,30,-20,-6,-392,-285,8255,-1860
451925.661039,90322,32,-23,-7,-391,-287,8249,-1860
451925.670975,90323,29,-28,-5,-379,-283,8256,-1858
451925.680955,90324,23,-24,-3,-387,-286,8246,-1858
451925.690913,90325,26,-23,-6,-391,-286,8254,-1862
451925.702148,90326,28,-28,-7,-384,-283,8244,-1860
451925.710172,90327,27,-28,-2,-388,-294,8239,-1860
451925.720139,90328,23,-27,-13,-393,-294,8248,-1858
451925.730081,90329,34,-19,-3,-374,-287,8254,-1858
451925.740055,90330,31,-27,-8,-382,-280,8246,-1860
451925.750011,90331,25,-23,-2,-385,-293,8250,-1860
451925.760015,90332,26,-26,-11,-389,-290,8259,-1858
451925.771557,90333,25,-25,-9,-386,-293,8263,-1858
451925.779913,90334,31,-25,-8,-384,-291,8252,-1860
451925.789170,90335,25,-21,-5,-389,-292,8251,-1860
451925.799134,90336,33,-25,-4,-377,-301,8249,-1856
451925.809108,90337,31,-17,-5,-379,-290,8251,-1862
451925.819067,90338,31,-20,-7,-380,-293,8258,-1862
451925.830067,90339,26,-24,-4,-385,-288,8243,-1862
451925.839020,90340,21,-20,-4,-391,-281,8246,-1862
451925.848980,90341,29,-26,-11,-374,-288,8249,-1856
451925.858935,90342,27,-25,-4,-380,-282,8255,-1856
451925.868202,90343,29,-23,-4,-379,-290,8251,-1856
451925.878162,90344,30,-22,-6,-378,-287,8259,-1856
451925.888118,90345,23,-23,-4,-380,-289,8255,-1852
451925.900314,90346,32,-20,-8,-384,-288,8256,-1852
451925.908064,90347,26,-28,-7,-388,-288,8251,-1863
451925.918024,90348,32,-24,-8,-386,-286,8250,-1863
451925.927982,90349,29,-27,-5,-392,-290,8251,-1857
451925.937970,90350,32,-27,-3,-374,-296,8247,-1856
451925.947912,90351,26,-21,-5,-387,-288,8250,-1856
451925.957935,90352,29,-25,-3,-381,-280,8249,-1863
451925.967166,90353,27,-25,-8,-382,-293,8249,-1863
451925.977138,90354,23,-30,-7,-394,-293,8242,-1871
451925.987079,90355,22,-18,-4,-387,-291,8256,-1871
451925.997028,90356,25,-24,-6,-398,-287,8248,-1867
451926.006894,90357,30,-22,-2,-388,-288,8246,-1867
451926.016981,90358,29,-26,0,-381,-292,8249,-1853
451926.027424,90359,29,-23,-3,-396,-287,8250,-1853
451926.036865,90360,25,-27,-1,-390,-289,8243,-1860
451926.046173,90361,24,-22,-3,-390,-289,8246,-1860
451926.056129,90362,28,-23,-5,-388,-288,8247,-1860
451926.066310,90363,30,-18,-7,-380,-285,8244,-1856
451926.076144,90364,29,-25,-9,-388,-290,8248,-1856
451926.086437,90365,23,-30,-7,-386,-285,8254,-1850
451926.095954,90366,33,-27,-8,-379,-281,8249,-1850
451926.105935,90367,26,-20,-9,-378,-284,8254,-1854
451926.115854,90368,26,-24,-11,-385,-287,8255,-1854
451926.125091,90369,25,-22,-11,-388,-282,8252,-1863
451926.134992,90370,30,-23,-6,-390,-294,8257,-1863
451926.145111,90371,32,-26,-7,-385,-284,8256,-1861
451926.155247,90372,20,-26,-12,-379,-279,8236,-1862
451926.165655,90373,27,-27,-8,-382,-281,8249,-1862
451926.175191,90374,24,-30,-6,-387,-287,8261,-1856
451926.184973,90375,30,-23,-7,-381,-294,8245,-1856
451926.194912,90376,26,-23,-5,-388,-285,8254,-1863
451926.204219,90377,29,-25,-4,-376,-281,8252,-1863
451926.214438,90378,30,-28,-10,-379,-284,8239,-1863
451926.224122,90379,24,-25,-6,-377,-290,8240,-1863
451926.234094,90380,26,-18,-10,-380,-291,8256,-1856
451926.244141,90381,24,-24,-9,-380,-290,8254,-1856
451926.254076,90382,32,-24,-2,-378,-290,8256,-1872
451926.263998,90383,26,-25,-7,-385,-292,8248,-1872
451926.273950,90384,25,-24,-8,-376,-292,8242,-1857
451926.283963,90385,30,-25,-3,-388,-292,8245,-1856
451926.293186,90386,27,-23,-4,-392,-288,8250,-1856
451926.303159,90387,25,-24,-7,-377,-287,8264,-1850
451926.313102,90388,22,-29,-6,-394,-278,8249,-1850
451926.323059,90389,31,-24,-8,-386,-290,8257,-1858
451926.333058,90390,24,-24,-11,-397,-296,8246,-1858
451926.343552,90391,31,-28,-6,-388,-281,8250,-1852
451926.352965,90392,24,-24,-6,-384,-290,8258,-1852
451926.362908,90393,25,-25,-5,-382,-294,8244,-1863
451926.372195,90394,30,-25,-4,-386,-292,8256,-1863
451926.382160,90395,26,-26,-10,-385,-284,8250,-1855
451926.392118,90396,29,-27,-9,-392,-294,8250,-1866
451926.402103,90397,30,-23,-9,-381,-285,8250,-1866
451926.412272,90398,30,-25,-8,-390,-290,8254,-1871
451926.422036,90399,26,-22,-8,-389,-294,8250,-1871
451926.431967,90400,21,-25,-8,-384,-294,8240,-1859
451926.441949,90401,29,-21,-8,-388,-295,8250,-1859
451926.451930,90402,25,-27,-5,-385,-286,8262,-1860
451926.461182,90403,30,-22,-2,-376,-288,8253,-1860
451926.471178,90404,25,-28,-7,-389,-292,8259,-1858
451926.481118,90405,27,-29,-5,-384,-294,8255,-1858
451926.491040,90406,25,-25,-1,-385,-286,8254,-1852
451926.501023,90407,28,-25,-9,-386,-293,8247,-1863
451926.510986,90408,28,-25,-8,-382,-292,8248,-1863
451926.520944,90409,31,-25,-8,-383,-290,8253,-1861
451926.530931,90410,25,-22,-4,-390,-283,8246,-1861
451926.542409,90411,29,-24,-2,-385,-282,8252,-1863
451926.550151,90412,27,-25,-6,-384,-286,8250,-1863
451926.560147,90413,21,-23,-2,-379,-290,8235,-1867
451926.570091,90414,30,-20,-7,-382,-288,8248,-1867
451926.580033,90415,27,-22,-7,-391,-290,8250,-1857
451926.590011,90416,31,-26,-1,-386,-287,8249,-1857
451926.599957,90417,30,-22,-6,-378,-288,8251,-1862
451926.610000,90418,27,-24,-6,-377,-291,8247,-1862
451926.619840,90419,28,-27,-7,-381,-287,8258,-1852
451926.629973,90420,30,-20,-7,-388,-286,8248,-1850
451926.639132,90421,26,-22,-7,-386,-294,8240,-1850
451926.649109,90422,27,-22,-8,-384,-286,8258,-1860
451926.659071,90423,31,-24,-3,-385,-292,8247,-1860
451926.669051,90424,25,-28,-9,-381,-285,8257,-1858
451926.679008,90425,29,-19,-10,-380,-290,8246,-1858
451926.688970,90426,30,-26,-14,-383,-294,8251,-1863
451926.698903,90427,26,-22,-9,-382,-288,8250,-1863
451926.708185,90428,30,-23,-7,-383,-290,8251,-1859
451926.718313,90429,28,-20,-6,-386,-288,8260,-1859
451926.728117,90430,22,-25,-3,-387,-286,8242,-1862
451926.738277,90431,28,-20,-4,-385,-289,8253,-1854
451926.748060,90432,29,-26,-11,-388,-288,8254,-1854
451926.757998,90433,30,-24,-3,-379,-296,8251,-1860
451926.768009,90434,29,-20,-11,-385,-286,8250,-1860
451926.777911,90435,24,-23,-2,-382,-278,8259,-1854
451926.787268,90436,26,-26,-9,-384,-295,8242,-1854
451926.797172,90437,25,-21,-7,-383,-285,8250,-1858
451926.807141,90438,21,-24,-9,-396,-286,8257,-1858
451926.817977,90439,28,-23,-8,-380,-296,8247,-1860
451926.827039,90440,32,-26,-4,-383,-298,8260,-1860
451926.837012,90441,27,-26,-5,-388,-297,8255,-1854
451926.846989,90442,25,-25,-7,-390,-285,8258,-1854
451926.856923,90443,27,-25,-5,-378,-286,8239,-1854
451926.866905,90444,28,-23,-1,-387,-292,8248,-1856
451926.876354,90445,24,-21,-3,-376,-286,8253,-1856
451926.886130,90446,30,-24,-9,-381,-297,8265,-1854
451926.896129,90447,31,-23,-5,-385,-290,8248,-1854
451926.906055,90448,30,-25,-3,-382,-278,8247,-1862
451926.916011,90449,31,-27,-5,-387,-282,8256,-1862
451926.926120,90450,29,-28,-6,-386,-284,8252,-1863
451926.935943,90451,24,-31,-7,-377,-292,8239,-1863
451926.946266,90452,25,-25,-5,-381,-286,8253,-1861
451926.955228,90453,27,-26,-8,-387,-285,8263,-1862
451926.965151,90454,25,-23,-4,-393,-291,8254,-1862
451926.975104,90455,22,-24,-8,-386,-292,8248,-1854
451926.985111,90456,27,-26,-11,-380,-290,8258,-1854
451926.995059,90457,29,-21,-8,-387,-297,8249,-1856
451927.005372,90458,28,-28,-7,-386,-286,8246,-1856
451927.014979,90459,23,-25,-4,-383,-287,8248,-1852
451927.024933,90460,29,-23,-10,-385,-288,8254,-1852
451927.034964,90461,27,-26,-5,-381,-288,8256,-1860
451927.044181,90462,26,-25,-8,-387,-287,8260,-1860
451927.054149,90463,31,-25,-4,-388,-294,8257,-1858
451927.064122,90464,28,-24,-10,-380,-284,8252,-1858
451927.074066,90465,25,-21,-4,-392,-278,8255,-1850
451927.084020,90466,30,-20,-9,-387,-294,8267,-1860
451927.094419,90467,29,-27,-5,-388,-292,8246,-1860
451927.103983,90468,28,-24,-12,-384,-286,8249,-1862
451927.113907,90469,25,-21,-6,-381,-294,8243,-1862
451927.123891,90470,27,-21,-6,-382,-290,8253,-1860
451927.133936,90471,25,-25,-3,-390,-283,8251,-1860
451927.143146,90472,33,-25,-4,-388,-288,8249,-1856
451927.153108,90473,34,-27,-7,-381,-290,8266,-1856
451927.163063,90474,28,-28,-8,-381,-294,8258,-1863
451927.173030,90475,22,-25,-5,-391,-288,8254,-1863
451927.182984,90476,23,-24,-3,-381,-295,8243,-1855
451927.192961,90477,27,-31,-3,-381,-285,8251,-1858
451927.202895,90478,26,-22,-6,-385,-288,8246,-1858
451927.212193,90479,25,-24,-9,-384,-287,8260,-1852
451927.222154,90480,28,-25,-3,-387,-295,8242,-1852
451927.232115,90481,31,-23,-4,-393,-297,8242,-1856
451927.242066,90482,27,-21,-6,-384,-286,8255,-1856
451927.252037,90483,28,-21,-6,-394,-290,8252,-1858
451927.262005,90484,29,-26,-4,-386,-294,8256,-1858
451927.271991,90485,24,-26,-5,-396,-287,8248,-1862
451927.281924,90486,28,-26,-3,-374,-292,8244,-1862
451927.291853,90487,26,-25,-9,-383,-288,8245,-1860
451927.301202,90488,29,-25,-6,-387,-286,8258,-1862
451927.311162,90489,27,-26,-6,-391,-291,8249,-1862
451927.321113,90490,32,-33,-8,-379,-285,8251,-1863
451927.331075,90491,28,-22,-7,-376,-279,8247,-1863
451927.341039,90492,28,-24,-8,-378,-295,8255,-1867
451927.350938,90493,21,-27,-3,-386,-284,8252,-1867
451927.361253,90494,28,-23,-8,-381,-278,8249,-1859
451927.370907,90495,27,-27,-7,-381,-296,8255,-1859
451927.380202,90496,27,-24,-7,-387,-291,8251,-1860
451927.390168,90497,26,-24,-3,-380,-295,8238,-1860
451927.400961,90498,25,-21,-9,-379,-292,8245,-1862
451927.410082,90499,24,-22,-6,-386,-289,8252,-1862
451927.420054,90500,27,-26,-7,-377,-283,8250,-1852
451927.430002,90501,26,-23,-4,-386,-290,8256,-1863
451927.439997,90502,28,-24,-7,-392,-290,8252,-1863
451927.450182,90503,28,-23,-8,-377,-294,8257,-1859
451927.460044,90504,26,-22,-13,-388,-284,8253,-1859
451927.469202,90505,29,-19,-4,-386,-283,8241,-1862
451927.479162,90506,25,-22,-6,-391,-285,8246,-1862
451927.489098,90507,22,-25,-7,-388,-294,8250,-1856
451927.499074,90508,24,-23,-6,-381,-290,8248,-1856
451927.509044,90509,30,-24,-5,-384,-281,8256,-1858
451927.518986,90510,29,-24,-6,-388,-285,8254,-1858
451927.528950,90511,26,-26,-3,-385,-284,8246,-1860
451927.538928,90512,27,-23,-8,-379,-289,8244,-1860
451927.548197,90513,27,-24,-7,-385,-286,8250,-1860
451927.559980,90514,24,-25,-8,-378,-292,8256,-1856
451927.568240,90515,28,-24,-9,-387,-293,8247,-1856
451927.578058,90516,30,-22,-6,-382,-280,8247,-1858
451927.588044,90517,30,-23,-6,-389,-288,8256,-1858
451927.598016,90518,29,-23,-12,-384,-289,8248,-1850
451927.607976,90519,31,-22,-2,-388,-288,8258,-1850
451927.617860,90520,30,-23,-8,-391,-287,8257,-1858
451927.629687,90521,27,-26,-7,-381,-281,8250,-1858
451927.637155,90522,27,-21,-7,-392,-283,8249,-1860
451927.647134,90523,27,-24,-10,-386,-295,8251,-1854
451927.657091,90524,24,-21,-5,-390,-280,8256,-1854
451927.668052,90525,29,-21,-8,-394,-289,8262,-1856
451927.677285,90526,31,-27,-8,-384,-283,8245,-1856
451927.687670,90527,29,-22,-2,-391,-287,8243,-1860
451927.696923,90528,28,-28,-4,-391,-287,8247,-1860
451927.706937,90529,27,-22,-7,-372,-284,8248,-1866
451927.716757,90530,28,-26,-7,-390,-281,8261,-1866
451927.726018,90531,26,-22,-6,-389,-283,8252,-1859
451927.736162,90532,29,-23,-3,-376,-280,8247,-1859
451927.745980,90533,25,-20,-3,-385,-289,8251,-1856
451927.757167,90534,26,-19,-3,-381,-282,8249,-1870
451927.765989,90535,28,-24,-6,-376,-283,8256,-1870
451927.781228,90536,31,-22,-3,-390,-287,8248,-1863
451927.785876,90537,27,-23,-4,-380,-285,8253,-1863
451927.795880,90538,27,-22,-8,-395,-285,8246,-1858
451927.805187,90539,27,-26,-7,-383,-285,8256,-1858
451927.815541,90540,26,-20,-2,-387,-289,8247,-1852
451927.825929,90541,28,-22,-7,-381,-288,8252,-1852
451927.835085,90542,31,-25,-8,-386,-282,8259,-1856
451927.845058,90543,28,-23,-5,-382,-281,8262,-1856
451927.855003,90544,24,-26,-7,-389,-288,8248,-1856
451927.865107,90545,23,-22,-9,-384,-280,8251,-1856
451927.874915,90546,24,-19,-4,-380,-275,8248,-1850
451927.885006,90547,25,-18,-2,-378,-290,8256,-1856
451927.894215,90548,26,-26,-6,-398,-286,8248,-1856
451927.904203,90549,34,-24,-4,-385,-280,8251,-1858
451927.914091,90550,22,-24,-7,-382,-285,8248,-1858
451927.924056,90551,27,-22,-6,-385,-292,8251,-1856
451927.933957,90552,26,-23,-8,-388,-284,8246,-1856
451927.944634,90553,30,-25,-4,-384,-286,8246,-1858
451927.953932,90554,23,-21,-9,-386,-293,8252,-1858
451927.964333,90555,31,-21,-4,-386,-282,8248,-1854
451927.973188,90556,26,-23,-5,-391,-286,8254,-1854
451927.983165,90557,23,-25,-9,-380,-277,8254,-1858
451927.992982,90558,28,-27,-7,-378,-295,8250,-1852
451928.003159,90559,27,-28,-5,-386,-289,8246,-1852
451928.013113,90560,22,-26,-4,-388,-289,8254,-1854
