host_t,n,gx,gy,gz,ax,ay,az,temp
452093.105644,107265,24,-21,-5,-369,-277,8252,-1912
452093.116184,107266,29,-23,-8,-377,-280,8254,-1902
452093.125570,107267,27,-24,-7,-387,-291,8239,-1902
452093.135506,107268,32,-25,-4,-368,-288,8257,-1910
452093.145509,107269,31,-24,-5,-373,-285,8248,-1910
452093.154646,107270,31,-25,-9,-375,-286,8260,-1910
452093.164788,107271,31,-24,-6,-374,-282,8254,-1910
452093.175344,107272,28,-23,-2,-396,-285,8249,-1904
452093.184724,107273,26,-24,-9,-375,-287,8252,-1904
452093.194661,107274,24,-22,-6,-380,-284,8259,-1908
452093.204612,107275,24,-28,-8,-376,-286,8249,-1902
452093.214580,107276,27,-26,-11,-379,-289,8247,-1902
452093.224531,107277,28,-21,-7,-379,-289,8252,-1902
452093.235835,107278,24,-25,-9,-372,-287,8246,-1902
452093.245985,107279,31,-23,-7,-370,-289,8246,-1904
452093.253785,107280,24,-24,-4,-376,-286,8252,-1904
452093.263741,107281,25,-20,-3,-377,-287,8260,-1916
452093.273729,107282,27,-24,-3,-381,-280,8243,-1916
452093.283665,107283,26,-26,-10,-370,-290,8250,-1906
452093.293621,107284,28,-26,-6,-378,-290,8254,-1906
452093.305119,107285,31,-21,-8,-368,-288,8255,-1904
452093.313526,107286,30,-25,-5,-374,-300,8251,-1914
452093.323506,107287,26,-22,-7,-370,-283,8241,-1914
452093.333473,107288,33,-23,-11,-379,-286,8260,-1906
452093.342766,107289,27,-19,-9,-374,-287,8249,-1906
452093.352650,107290,32,-27,-3,-375,-280,8249,-1906
452093.362664,107291,29,-25,-5,-371,-287,8246,-1906
452093.372654,107292,24,-27,-5,-384,-290,8250,-1902
452093.382613,107293,32,-28,-4,-385,-287,8253,-1902
452093.392565,107294,27,-25,-6,-372,-295,8257,-1904
452093.402527,107295,26,-24,0,-374,-289,8247,-1904
452093.412485,107296,31,-21,-6,-377,-285,8250,-1914
452093.421766,107297,31,-24,-5,-384,-285,8247,-1902
452093.431741,107298,26,-27,-9,-375,-284,8252,-1902
452093.442747,107299,30,-23,-10,-373,-280,8255,-1910
452093.451548,107300,32,-23,-12,-380,-284,8258,-1910
452093.461627,107301,25,-25,0,-379,-291,8253,-1908
452093.471615,107302,30,-28,-8,-378,-286,8249,-1908
452093.481576,107303,28,-23,-3,-373,-290,8251,-1904
452093.491547,107304,26,-26,-7,-377,-285,8259,-1904
452093.501499,107305,27,-28,-4,-381,-288,8246,-1904
452093.510997,107306,32,-27,-4,-386,-287,8245,-1904
452093.520793,107307,26,-27,-4,-386,-280,8246,-1906
452093.530712,107308,28,-27,-1,-376,-288,8251,-1906
452093.540694,107309,28,-24,-5,-372,-283,8244,-1912
452093.550647,107310,34,-23,-7,-372,-284,8245,-1910
452093.560620,107311,30,-23,-10,-378,-278,8251,-1910
452093.570662,107312,27,-23,-9,-372,-283,8249,-1897
452093.582026,107313,29,-25,-5,-371,-286,8256,-1897
452093.590508,107314,25,-24,-9,-378,-288,8244,-1908
452093.599813,107315,28,-23,-8,-378,-290,8245,-1908
452093.609727,107316,27,-22,-4,-371,-285,8250,-1895
452093.619724,107317,25,-26,-4,-374,-286,8245,-1895
452093.629658,107318,27,-25,-8,-375,-289,8246,-1892
452093.640650,107319,32,-23,-8,-363,-287,8252,-1892
452093.649598,107320,29,-25,-11,-382,-288,8253,-1911
452093.659582,107321,24,-23,-4,-372,-280,8246,-1904
452093.669477,107322,23,-22,-8,-375,-290,8245,-1904
452093.679493,107323,32,-25,-3,-380,-288,8248,-1904
452093.688615,107324,25,-25,-5,-382,-279,8251,-1904
452093.698575,107325,29,-25,-4,-379,-282,8251,-1902
452093.709693,107326,29,-21,-4,-375,-281,8246,-1902
452093.718769,107327,34,-20,-6,-367,-287,8249,-1900
452093.728614,107328,33,-24,-7,-366,-282,8258,-1900
452093.738600,107329,25,-22,-3,-386,-283,8248,-1900
452093.748567,107330,23,-24,-7,-383,-283,8244,-1900
452093.758540,107331,26,-21,-5,-372,-294,8247,-1904
452093.768490,107332,26,-27,-6,-380,-279,8247,-1916
452093.779086,107333,23,-30,-4,-390,-290,8253,-1916
452093.787730,107334,28,-25,-5,-374,-288,8249,-1908
452093.797691,107335,28,-22,-6,-382,-283,8245,-1908
452093.807666,107336,32,-26,-6,-383,-290,8252,-1908
452093.817623,107337,24,-24,-7,-377,-285,8247,-1908
452093.827602,107338,26,-23,-4,-373,-292,8249,-1910
452093.837841,107339,31,-24,-6,-375,-284,8253,-1910
452093.847531,107340,29,-24,-7,-371,-293,8256,-1906
452093.857537,107341,27,-23,-10,-381,-278,8264,-1906
452093.866803,107342,27,-21,-3,-388,-289,8244,-1908
452093.876754,107343,28,-24,-6,-388,-292,8247,-1906
452093.886578,107344,26,-24,-5,-384,-296,8249,-1906
452093.896753,107345,30,-25,-8,-385,-292,8254,-1906
452093.906684,107346,27,-23,-5,-378,-284,8246,-1906
452093.916566,107347,28,-26,-4,-377,-282,8256,-1904
452093.926577,107348,21,-30,-6,-379,-295,8246,-1904
452093.936530,107349,25,-27,-3,-381,-285,8251,-1902
452093.946465,107350,33,-27,-8,-379,-282,8254,-1902
452093.955768,107351,29,-23,-6,-374,-284,8253,-1914
452093.966294,107352,22,-24,-5,-381,-289,8250,-1914
452093.975704,107353,27,-27,-7,-375,-289,8261,-1908
452093.985647,107354,29,-20,-8,-369,-284,8244,-1908
452093.995630,107355,28,-23,-5,-379,-288,8256,-1906
452094.005699,107356,30,-21,-7,-361,-292,8252,-1902
452094.015559,107357,29,-23,-4,-379,-282,8263,-1902
452094.025865,107358,30,-28,-1,-382,-287,8254,-1902
452094.035488,107359,29,-26,-8,-382,-295,8259,-1902
452094.046849,107360,26,-25,-1,-374,-285,8235,-1906
452094.054743,107361,28,-31,-6,-370,-288,8242,-1906
452094.064710,107362,26,-22,-4,-374,-288,8248,-1910
452094.074641,107363,34,-23,-4,-379,-292,8248,-1910
452094.084637,107364,32,-23,-8,-376,-288,8249,-1912
452094.095897,107365,28,-24,-4,-376,-289,8236,-1912
452094.104567,107366,25,-26,-5,-368,-286,8255,-1910
452094.114532,107367,28,-18,-9,-380,-279,8252,-1904
452094.124465,107368,32,-27,-6,-379,-284,8256,-1904
452094.133779,107369,23,-20,-6,-372,-290,8256,-1910
452094.143731,107370,27,-26,-7,-377,-290,8256,-1910
452094.153708,107371,24,-25,-6,-369,-295,8254,-1910
452094.163678,107372,28,-24,-14,-372,-283,8250,-1910
452094.173600,107373,25,-29,-8,-374,-286,8263,-1906
452094.184620,107374,29,-20,-4,-371,-287,8258,-1906
452094.193559,107375,25,-29,-7,-383,-285,8251,-1908
452094.203537,107376,29,-26,-9,-372,-291,8262,-1908
452094.213474,107377,28,-23,-6,-377,-290,8249,-1902
452094.222953,107378,21,-26,-8,-362,-289,8252,-1914
452094.232726,107379,25,-22,0,-382,-280,8245,-1914
452094.242759,107380,31,-19,-5,-374,-285,8246,-1912
452094.252660,107381,31,-24,-4,-376,-287,8256,-1912
452094.262605,107382,29,-26,-4,-380,-292,8260,-1914
452094.272597,107383,26,-22,-3,-375,-286,8245,-1914
452094.282553,107384,32,-26,-3,-378,-279,8251,-1910
452094.292515,107385,25,-29,-8,-386,-285,8250,-1910
452094.302497,107386,32,-21,-6,-379,-291,8248,-1906
452094.311806,107387,26,-25,-7,-365,-290,8260,-1906
452094.321732,107388,32,-25,-4,-380,-289,8250,-1900
452094.331706,107389,33,-24,-8,-376,-294,8244,-1906
452094.341659,107390,25,-21,-8,-377,-285,8250,-1906
452094.351660,107391,23,-22,-6,-378,-289,8253,-1912
452094.361568,107392,28,-22,-4,-378,-295,8258,-1912
452094.371566,107393,24,-26,-4,-374,-285,8245,-1912
452094.381501,107394,31,-26,-6,-382,-292,8251,-1912
452094.391499,107395,27,-26,-5,-375,-281,8252,-1908
452094.400753,107396,26,-24,-6,-371,-289,8253,-1908
452094.410758,107397,29,-22,-7,-371,-283,8250,-1897
452094.420708,107398,24,-23,-8,-373,-287,8254,-1897
452094.430654,107399,22,-24,-6,-371,-282,8250,-1910
452094.440618,107400,26,-27,-6,-373,-290,8244,-1910
452094.453246,107401,24,-20,-8,-374,-285,8255,-1908
452094.460491,107402,32,-24,-5,-375,-283,8259,-1908
452094.470470,107403,28,-19,-9,-380,-289,8250,-1908
452094.480912,107404,32,-24,-4,-377,-285,8253,-1910
452094.489764,107405,27,-26,0,-369,-285,8239,-1910
452094.499737,107406,25,-22,-2,-369,-288,8250,-1908
452094.509692,107407,24,-26,-7,-374,-284,8254,-1908
452094.519666,107408,31,-22,-10,-376,-284,8257,-1908
452094.529605,107409,26,-26,-1,-374,-287,8253,-1908
452094.539589,107410,24,-27,-1,-385,-295,8260,-1908
452094.549562,107411,32,-21,-10,-370,-292,8249,-1908
452094.559515,107412,28,-22,-7,-374,-291,8254,-1910
452094.568778,107413,19,-21,-2,-380,-292,8248,-1904
452094.578806,107414,33,-21,-1,-386,-291,8240,-1904
452094.588746,107415,25,-24,-8,-378,-283,8248,-1906
452094.598899,107416,32,-24,-6,-367,-285,8248,-1906
452094.608636,107417,26,-25,-8,-378,-289,8258,-1906
452094.618606,107418,21,-25,-5,-373,-297,8244,-1906
452094.628590,107419,22,-22,-9,-373,-297,8253,-1904
452094.638542,107420,19,-26,-6,-374,-287,8248,-1904
452094.648995,107421,20,-28,-9,-377,-286,8249,-1897
452094.657796,107422,20,-25,-9,-375,-284,8245,-1897
452094.667758,107423,26,-27,-9,-382,-280,8251,-1895
452094.677795,107424,28,-21,-9,-369,-280,8243,-1904
452094.687695,107425,26,-24,-5,-375,-277,8247,-1904
452094.697650,107426,26,-23,-4,-373,-282,8245,-1902
452094.707611,107427,29,-29,-4,-377,-287,8244,-1902
452094.719756,107428,27,-25,-8,-382,-287,8251,-1908
452094.727506,107429,24,-24,-8,-368,-286,8250,-1908
452094.737646,107430,33,-19,-7,-375,-286,8242,-1912
452094.746591,107431,33,-22,-6,-371,-285,8243,-1912
452094.756662,107432,29,-27,-6,-378,-282,8241,-1910
452094.766580,107433,26,-27,-5,-376,-286,8249,-1910
452094.776592,107434,27,-25,-4,-384,-285,8247,-1918
452094.786494,107435,25,-26,-8,-368,-287,8254,-1908
452094.796478,107436,26,-24,-5,-384,-284,8253,-1908
452094.806594,107437,27,-25,-6,-370,-277,8245,-1904
452094.816511,107438,28,-18,-5,-371,-289,8249,-1904
452094.826495,107439,31,-26,-8,-378,-282,8257,-1904
452094.835874,107440,29,-21,-7,-382,-290,8256,-1904
452094.845769,107441,26,-25,-2,-382,-282,8248,-1912
452094.855700,107442,28,-23,-5,-367,-282,8255,-1912
452094.865670,107443,29,-23,-6,-371,-287,8249,-1904
452094.875623,107444,31,-23,-6,-379,-287,8257,-1904
452094.885599,107445,26,-23,-6,-376,-284,8256,-1906
452094.895460,107446,25,-21,-4,-368,-292,8251,-1906
452094.905529,107447,25,-21,-8,-373,-296,8259,-1910
452094.916832,107448,31,-22,-7,-381,-280,8246,-1912
452094.924772,107449,22,-25,-7,-378,-289,8260,-1912
452094.934728,107450,28,-30,-4,-377,-289,8259,-1897
452094.944719,107451,27,-29,-4,-373,-291,8254,-1897
452094.954660,107452,24,-22,-2,-377,-284,8253,-1904
452094.964861,107453,31,-20,-12,-372,-289,8244,-1904
452094.974574,107454,31,-26,-8,-370,-275,8235,-1910
452094.984738,107455,32,-28,-6,-378,-296,8234,-1910
452094.994513,107456,28,-26,-3,-384,-281,8248,-1912
452095.004681,107457,27,-24,-10,-372,-288,8255,-1912
452095.013585,107458,29,-24,0,-377,-304,8256,-1910
452095.024285,107459,24,-24,-9,-364,-287,8254,-1902
452095.033715,107460,24,-29,-4,-373,-293,8257,-1902
452095.045048,107461,33,-24,-6,-376,-274,8250,-1908
452095.053635,107462,24,-23,-5,-376,-283,8256,-1908
452095.063732,107463,30,-23,-6,-371,-291,8252,-1910
452095.073567,107464,30,-23,-3,-368,-294,8241,-1910
452095.083513,107465,32,-26,-4,-370,-288,8241,-1914
452095.093487,107466,34,-18,-8,-380,-293,8256,-1914
452095.103051,107467,23,-22,-5,-374,-292,8255,-1914
452095.115122,107468,31,-24,-11,-381,-288,8255,-1914
452095.122724,107469,24,-25,-12,-368,-282,8256,-1906
452095.132647,107470,29,-26,-8,-370,-288,8247,-1908
452095.143765,107471,22,-20,-10,-375,-289,8257,-1908
452095.152578,107472,26,-23,-5,-369,-281,8262,-1916
452095.162541,107473,30,-27,-8,-362,-289,8257,-1916
452095.174237,107474,24,-25,-8,-380,-284,8257,-1910
452095.182503,107475,26,-24,-9,-369,-285,8239,-1910
452095.191785,107476,25,-22,-11,-381,-281,8246,-1912
452095.201720,107477,29,-22,-6,-376,-294,8241,-1912
452095.211689,107478,27,-23,-1,-376,-291,8243,-1906
452095.221702,107479,30,-20,-7,-376,-290,8241,-1906
452095.231605,107480,26,-24,0,-382,-287,8232,-1912
452095.243364,107481,23,-20,-4,-387,-288,8244,-1902
452095.253800,107482,28,-27,-2,-378,-283,8253,-1902
452095.261503,107483,27,-24,-3,-374,-288,8251,-1910
452095.271447,107484,26,-21,-4,-375,-282,8257,-1910
452095.280764,107485,30,-22,-6,-377,-281,8258,-1908
452095.290732,107486,27,-27,-4,-378,-285,8248,-1908
452095.302771,107487,29,-25,-7,-390,-289,8248,-1914
452095.310642,107488,27,-30,-4,-370,-291,8239,-1914
452095.320606,107489,28,-28,-4,-376,-279,8248,-1912
452095.330563,107490,22,-26,-1,-376,-287,8249,-1912
452095.340563,107491,30,-23,-7,-378,-292,8245,-1902
452095.350508,107492,23,-25,-8,-384,-290,8240,-1902
452095.359796,107493,27,-25,-4,-380,-287,8252,-1904
452095.376053,107494,22,-29,-10,-379,-288,8244,-1906
452095.379630,107495,27,-27,-5,-387,-285,8256,-1906
452095.389697,107496,25,-23,-2,-371,-293,8249,-1908
452095.399631,107497,22,-21,-5,-369,-293,8249,-1908
452095.409618,107498,25,-25,-6,-376,-283,8247,-1908
452095.419576,107499,25,-24,-5,-374,-286,8248,-1908
452095.429610,107500,29,-24,-9,-375,-288,8258,-1904
452095.439514,107501,26,-25,-7,-378,-283,8244,-1904
452095.448832,107502,28,-27,-8,-372,-286,8250,-1904
452095.458757,107503,26,-25,-8,-378,-284,8252,-1904
452095.468721,107504,23,-25,-9,-381,-296,8258,-1904
452095.478691,107505,28,-25,-9,-379,-286,8262,-1912
452095.488680,107506,30,-22,-8,-382,-281,8251,-1912
452095.499079,107507,28,-24,-2,-376,-292,8239,-1912
452095.508576,107508,28,-21,-11,-377,-288,8261,-1912
452095.518548,107509,28,-23,-4,-379,-280,8252,-1908
452095.528520,107510,27,-22,-3,-385,-289,8261,-1908
452095.537796,107511,31,-22,-8,-374,-285,8252,-1916
452095.547763,107512,27,-21,-7,-385,-291,8249,-1916
452095.557751,107513,29,-25,-7,-376,-284,8247,-1910
452095.567702,107514,33,-24,-6,-368,-282,8251,-1910
452095.578520,107515,26,-20,-6,-389,-284,8243,-1904
452095.587633,107516,26,-29,-5,-371,-299,8241,-1912
452095.597592,107517,23,-24,-5,-379,-295,8252,-1912
452095.607550,107518,31,-25,-7,-379,-294,8258,-1908
452095.617494,107519,28,-23,-7,-379,-296,8255,-1908
452095.627040,107520,32,-24,-5,-374,-288,8271,-1914
452095.637966,107521,28,-29,-5,-378,-278,8246,-1914
452095.646713,107522,27,-25,-6,-376,-287,8259,-1902
452095.656691,107523,32,-26,-8,-373,-287,8248,-1902
452095.666636,107524,24,-23,-4,-379,-284,8261,-1904
452095.676619,107525,28,-26,-4,-374,-290,8254,-1904
452095.686563,107526,29,-26,-9,-378,-288,8251,-1908
452095.696552,107527,27,-26,-7,-380,-285,8256,-1908
452095.706521,107528,28,-19,-5,-371,-285,8252,-1908
452095.715783,107529,26,-22,-3,-372,-300,8254,-1908
452095.725752,107530,25,-25,-11,-376,-283,8251,-1908
452095.735700,107531,26,-23,-5,-383,-281,8254,-1908
452095.745682,107532,26,-27,-7,-379,-293,8258,-1908
452095.755680,107533,28,-20,-8,-380,-290,8249,-1910
452095.765613,107534,25,-25,-4,-379,-285,8252,-1910
452095.775545,107535,27,-22,-8,-378,-289,8246,-1908
452095.785544,107536,29,-24,-6,-374,-284,8257,-1908
452095.795492,107537,29,-26,-6,-374,-284,8249,-1902
452095.804782,107538,23,-29,-7,-382,-286,8248,-1902
452095.814733,107539,32,-22,-7,-375,-294,8248,-1910
452095.824723,107540,25,-25,-6,-382,-289,8253,-1910
452095.834550,107541,27,-20,-2,-371,-287,8241,-1910
452095.845656,107542,24,-22,-6,-377,-288,8237,-1914
452095.854497,107543,31,-24,-5,-382,-285,8252,-1914
452095.864562,107544,28,-25,-9,-378,-286,8237,-1906
452095.874456,107545,27,-24,-5,-378,-286,8257,-1906
452095.884525,107546,27,-27,-9,-366,-283,8253,-1910
452095.893579,107547,26,-24,-2,-387,-284,8249,-1910
452095.903970,107548,26,-24,-6,-383,-293,8245,-1912
452095.913734,107549,24,-21,-9,-379,-281,8261,-1912
452095.923659,107550,26,-19,-10,-374,-287,8239,-1906
452095.933634,107551,25,-21,-6,-367,-284,8244,-1908
452095.943735,107552,30,-27,-6,-379,-291,8258,-1908
452095.953584,107553,26,-26,-9,-378,-288,8247,-1912
452095.963533,107554,27,-23,-6,-384,-291,8237,-1912
452095.974411,107555,30,-21,-4,-377,-289,8252,-1906
452095.982760,107556,24,-27,-10,-375,-284,8256,-1906
452095.992713,107557,24,-25,-7,-375,-281,8252,-1906
452096.002694,107558,22,-29,-4,-365,-284,8252,-1906
452096.012663,107559,26,-27,-8,-381,-288,8248,-1908
452096.022620,107560,31,-23,-2,-373,-285,8251,-1908
452096.032588,107561,29,-24,-10,-372,-288,8256,-1914
452096.044983,107562,27,-22,-5,-368,-280,8262,-1910
452096.052465,107563,23,-23,-8,-382,-284,8244,-1910
452096.062446,107564,23,-20,-8,-376,-294,8251,-1908
452096.071747,107565,30,-22,-3,-381,-285,8245,-1908
452096.081719,107566,28,-25,-2,-367,-300,8245,-1908
452096.091685,107567,25,-21,-4,-379,-295,8257,-1908
452096.101809,107568,20,-25,0,-378,-290,8250,-1914
452096.111588,107569,29,-20,-6,-375,-291,8247,-1914
452096.121554,107570,27,-27,-4,-381,-284,8253,-1914
452096.131525,107571,23,-27,-5,-370,-293,8243,-1914
452096.141496,107572,23,-23,-3,-372,-286,8260,-1902
452096.150785,107573,27,-26,-5,-386,-284,8248,-1906
452096.160753,107574,27,-26,-8,-384,-280,8259,-1906
452096.170708,107575,25,-22,-4,-380,-289,8249,-1914
452096.180648,107576,28,-23,-8,-376,-290,8246,-1914
452096.190777,107577,25,-24,-7,-386,-277,8245,-1908
452096.200600,107578,29,-28,-8,-373,-288,8260,-1908
452096.210556,107579,30,-23,-9,-382,-278,8252,-1910
452096.220531,107580,26,-26,-6,-377,-292,8240,-1910
452096.230487,107581,26,-27,-6,-376,-288,8259,-1904
452096.239793,107582,28,-25,-11,-376,-286,8254,-1904
452096.249743,107583,29,-26,-4,-385,-284,8249,-1908
452096.259704,107584,29,-27,-5,-375,-285,8252,-1908
452096.269667,107585,26,-27,-5,-371,-284,8245,-1908
452096.279628,107586,29,-26,-6,-383,-292,8269,-1906
452096.289595,107587,32,-21,-8,-384,-290,8257,-1906
452096.299735,107588,30,-24,-9,-370,-292,8250,-1904
452096.309514,107589,28,-24,-7,-381,-282,8242,-1904
452096.319473,107590,28,-24,-1,-378,-282,8259,-1904
452096.328792,107591,23,-21,-9,-381,-282,8258,-1904
452096.338766,107592,29,-26,-11,-377,-288,8246,-1916
452096.348707,107593,24,-25,-12,-373,-288,8250,-1916
452096.358726,107594,29,-24,-4,-382,-281,8248,-1912
452096.368637,107595,23,-23,-7,-379,-284,8234,-1912
452096.378609,107596,26,-21,-4,-371,-285,8260,-1902
452096.388563,107597,28,-22,-8,-376,-289,8253,-1904
452096.398551,107598,27,-21,-9,-375,-295,8252,-1904
452096.410889,107599,28,-30,-5,-377,-294,8254,-1908
452096.417584,107600,33,-24,-8,-376,-287,8255,-1908
452096.427744,107601,28,-21,-1,-385,-290,8252,-1906
452096.437705,107602,31,-23,-4,-373,-288,8244,-1906
452096.447749,107603,25,-23,-4,-377,-291,8256,-1897
452096.457651,107604,28,-26,-10,-367,-290,8257,-1897
452096.467599,107605,29,-17,-6,-380,-287,8248,-1908
452096.478015,107606,25,-20,-10,-372,-289,8253,-1908
452096.487533,107607,25,-22,-6,-373,-280,8252,-1908
452096.497469,107608,23,-22,-4,-371,-290,8261,-1900
452096.507516,107609,24,-27,-8,-376,-284,8252,-1900
452096.516732,107610,33,-21,-7,-374,-280,8249,-1908
452096.526710,107611,30,-20,-8,-388,-286,8260,-1908
452096.536669,107612,24,-26,-2,-376,-288,8258,-1920
452096.546653,107613,28,-20,-11,-378,-285,8247,-1920
452096.558844,107614,27,-26,-3,-375,-281,8263,-1908
452096.566557,107615,29,-26,-6,-376,-292,8246,-1908
452096.576490,107616,28,-26,-5,-384,-284,8255,-1906
452096.586474,107617,25,-26,-10,-383,-284,8257,-1906
452096.595728,107618,31,-23,-6,-377,-291,8248,-1904
452096.605733,107619,31,-30,-9,-377,-285,8253,-1910
452096.616625,107620,27,-23,-7,-374,-290,8241,-1910
452096.625639,107621,26,-21,-5,-389,-294,8265,-1908
452096.635611,107622,29,-24,-4,-376,-286,8250,-1908
452096.647136,107623,29,-26,-2,-382,-289,8252,-1916
452096.655546,107624,27,-23,-5,-380,-281,8253,-1916
452096.665512,107625,28,-22,-5,-372,-290,8252,-1910
452096.674774,107626,29,-25,-4,-375,-278,8244,-1910
452096.684746,107627,27,-23,-3,-371,-287,8252,-1910
452096.694708,107628,26,-23,-6,-376,-285,8253,-1910
452096.705307,107629,27,-27,-7,-372,-288,8259,-1904
452096.719205,107630,25,-26,-11,-374,-280,8249,-1904
452096.724570,107631,27,-26,-6,-372,-292,8251,-1910
452096.734588,107632,36,-20,-5,-389,-283,8244,-1914
452096.744542,107633,27,-21,-6,-368,-282,8253,-1914
452096.754516,107634,29,-24,-9,-370,-287,8255,-1910
452096.763792,107635,22,-23,-6,-370,-288,8246,-1910
452096.777351,107636,25,-27,-6,-368,-288,8246,-1914
452096.784982,107637,26,-22,-5,-375,-290,8248,-1914
452096.793659,107638,31,-26,-7,-375,-281,8256,-1912
452096.803629,107639,24,-28,-4,-379,-283,8248,-1912
452096.813601,107640,29,-25,-10,-372,-292,8245,-1906
452096.823579,107641,26,-21,-13,-378,-292,8254,-1906
452096.834727,107642,28,-25,-5,-376,-286,8258,-1904
452096.843480,107643,34,-22,-5,-378,-291,8242,-1908
452096.852769,107644,29,-21,-4,-374,-282,8251,-1908
452096.862709,107645,26,-26,-7,-367,-290,8246,-1900
452096.873528,107646,25,-29,-8,-381,-290,8248,-1900
452096.882660,107647,23,-22,-8,-372,-284,8254,-1904
452096.893135,107648,25,-26,-8,-366,-293,8249,-1904
452096.902465,107649,20,-25,-3,-375,-279,8245,-1910
452096.913332,107650,24,-22,-7,-370,-288,8257,-1910
452096.922438,107651,31,-24,-3,-372,-280,8253,-1904
452096.931770,107652,22,-25,-7,-368,-290,8250,-1904
452096.941727,107653,30,-21,-3,-382,-283,8257,-1912
452096.951696,107654,21,-23,-7,-379,-282,8257,-1914
452096.961700,107655,25,-28,-3,-374,-291,8247,-1914
452096.972121,107656,30,-24,-5,-379,-286,8250,-1904
452096.981607,107657,27,-22,-5,-375,-287,8247,-1904
452096.991537,107658,26,-29,-5,-377,-286,8254,-1910
452097.001503,107659,28,-22,-12,-372,-290,8247,-1910
452097.011463,107660,33,-21,-6,-376,-279,8246,-1908
452097.020773,107661,32,-24,-5,-375,-275,8254,-1908
452097.030734,107662,29,-18,-4,-379,-292,8249,-1906
452097.040749,107663,29,-28,-9,-383,-286,8252,-1906
452097.050618,107664,24,-23,-9,-378,-283,8254,-1910
452097.060909,107665,29,-23,-7,-374,-294,8240,-1910
452097.070519,107666,21,-24,-1,-376,-284,8261,-1910
452097.080547,107667,24,-23,-3,-383,-287,8243,-1912
452097.090543,107668,26,-21,-9,-372,-285,8245,-1912
452097.100507,107669,28,-25,-8,-380,-292,8250,-1908
452097.109756,107670,29,-21,-4,-383,-283,8256,-1908
452097.119717,107671,31,-21,-5,-381,-287,8243,-1910
452097.129540,107672,25,-22,-6,-371,-290,8249,-1910
452097.139775,107673,23,-26,-7,-368,-285,8262,-1908
452097.149595,107674,30,-28,-7,-376,-287,8254,-1908
452097.159480,107675,22,-23,-10,-382,-278,8247,-1908
452097.169907,107676,24,-25,0,-371,-286,8251,-1908
452097.179884,107677,29,-22,-15,-376,-282,8252,-1906
452097.189436,107678,29,-22,-8,-367,-284,8250,-1912
452097.198571,107679,30,-23,2,-378,-289,8252,-1912
452097.208546,107680,21,-27,-8,-375,-283,8243,-1910
452097.218665,107681,24,-20,-7,-370,-284,8257,-1910
452097.228508,107682,27,-22,-9,-368,-290,8257,-1908
452097.238604,107683,28,-24,-5,-385,-285,8250,-1908
452097.250354,107684,27,-26,-6,-377,-298,8251,-1912
452097.258528,107685,27,-24,-5,-387,-288,8250,-1912
452097.268505,107686,32,-19,-3,-373,-294,8257,-1914
452097.278405,107687,27,-26,-4,-364,-294,8264,-1914
452097.287739,107688,29,-25,-2,-376,-297,8238,-1906
452097.297542,107689,30,-23,-4,-378,-284,8260,-1912
452097.307871,107690,34,-23,-3,-379,-289,8243,-1912
452097.317617,107691,27,-24,-8,-379,-286,8238,-1904
452097.327591,107692,28,-27,-9,-379,-286,8245,-1904
452097.337565,107693,28,-22,-9,-383,-291,8254,-1914
452097.347532,107694,30,-22,-9,-372,-289,8253,-1914
452097.357506,107695,25,-25,-4,-372,-291,8253,-1914
452097.366775,107696,27,-19,-6,-385,-291,8251,-1914
452097.378056,107697,26,-25,-7,-375,-288,8262,-1912
452097.386680,107698,26,-24,-1,-382,-282,8247,-1912
452097.396768,107699,25,-21,-6,-376,-285,8244,-1902
452097.406692,107700,29,-28,-4,-372,-283,8250,-1914
452097.416575,107701,31,-24,-6,-379,-280,8254,-1914
452097.426555,107702,27,-22,-5,-375,-282,8251,-1910
452097.436527,107703,29,-23,-6,-377,-283,8248,-1910
452097.446442,107704,26,-23,-11,-366,-288,8253,-1906
452097.455636,107705,32,-24,-7,-374,-286,8249,-1906
452097.465757,107706,32,-30,-3,-385,-288,8255,-1906
452097.475724,107707,25,-27,-13,-371,-295,8246,-1906
452097.485665,107708,29,-24,-9,-380,-287,8250,-1904
452097.495642,107709,29,-26,-9,-371,-285,8248,-1904
452097.505817,107710,28,-27,-8,-377,-288,8243,-1910
452097.515598,107711,27,-24,-10,-375,-284,8258,-1912
452097.525529,107712,27,-27,-4,-371,-287,8243,-1912
452097.535468,107713,24,-26,-8,-379,-286,8239,-1906
452097.544764,107714,28,-22,-7,-368,-287,8258,-1906
452097.554728,107715,32,-20,-2,-380,-289,8259,-1912
452097.564571,107716,25,-30,-8,-379,-293,8246,-1912
452097.574754,107717,28,-23,-4,-371,-291,8250,-1912
452097.584624,107718,29,-27,-8,-372,-295,8237,-1912
452097.594603,107719,27,-23,-8,-374,-282,8247,-1916
452097.604467,107720,30,-23,-8,-383,-283,8256,-1916
452097.614506,107721,30,-27,-7,-370,-291,8251,-1912
452097.624481,107722,31,-25,-8,-375,-290,8258,-1912
452097.633752,107723,27,-25,-1,-376,-282,8244,-1908
452097.643815,107724,29,-21,-6,-379,-292,8252,-1910
452097.653724,107725,29,-18,-6,-375,-290,8236,-1910
452097.663584,107726,33,-25,-6,-373,-287,8251,-1908
452097.673799,107727,31,-21,-7,-373,-280,8251,-1908
452097.683606,107728,20,-22,-4,-379,-285,8245,-1910
452097.693547,107729,24,-23,-7,-373,-289,8250,-1910
452097.703530,107730,29,-23,-8,-381,-292,8249,-1910
